,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Share,Seed,WL,SS,MPG
529,Gary Harris,SG,20,DEN,55,6,719,3.3,10.9,0.304,1.1,5.2,0.204,2.3,5.7,0.395,1.8,2.4,0.745,1.1,2.2,3.2,1.5,2.0,0.4,1.9,3.6,9.4,2015,4.9,0.395,16.6,-1.2,0.5,-0.7,-0.046,-5.6,0.3,-5.3,-0.6,,12.0,0.366,308,13.072727272727272
530,Joe Harris,SG,23,CLE,51,1,493,3.5,8.8,0.4,2.3,6.1,0.369,1.2,2.6,0.472,0.7,1.1,0.6,0.5,2.5,3.0,1.9,0.5,0.1,2.0,4.5,9.9,2015,5.6,0.537,14.1,0.0,0.2,0.2,0.018,-4.0,-1.6,-5.6,-0.4,,2.0,0.646,301,9.666666666666666
531,Rodney Hood,SG,22,UTA,50,21,1064,5.2,12.7,0.414,2.1,5.8,0.365,3.1,6.9,0.456,2.1,2.7,0.763,0.3,3.7,4.0,2.8,1.0,0.4,1.5,4.0,14.7,2015,12.3,0.529,19.6,1.3,0.9,2.2,0.098,-1.0,0.3,-0.7,0.3,,11.0,0.463,140,21.28
532,Joe Ingles,SF,27,UTA,79,32,1673,3.2,7.6,0.415,1.5,4.3,0.356,1.6,3.3,0.493,0.6,0.9,0.75,0.5,3.3,3.8,3.9,1.5,0.2,2.1,2.7,8.5,2015,9.6,0.533,12.9,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3,,11.0,0.463,320,21.17721518987342
533,Cory Jefferson,PF,24,BRK,50,1,531,5.1,11.3,0.449,0.1,1.0,0.133,4.9,10.3,0.48,2.1,3.7,0.574,3.2,6.6,9.8,1.1,0.7,1.4,1.4,4.1,12.4,2015,13.2,0.48,18.1,0.2,0.6,0.8,0.071,-2.1,-0.9,-3.0,-0.1,,8.0,0.463,217,10.62
534,Zach LaVine,PG,19,MIN,77,40,1902,5.4,12.8,0.422,1.1,3.2,0.341,4.3,9.7,0.449,2.8,3.4,0.842,0.5,3.5,4.1,5.2,1.0,0.2,3.7,3.0,14.7,2015,11.3,0.515,22.0,-0.7,0.0,-0.7,-0.018,-2.2,-2.5,-4.6,-1.3,,15.0,0.195,142,24.7012987012987
535,K.J. McDaniels,SG,21,TOT,62,15,1352,4.6,11.6,0.396,1.1,4.0,0.287,3.4,7.6,0.454,2.7,3.5,0.752,1.7,3.6,5.3,1.9,1.2,1.9,2.8,3.4,13.0,2015,10.6,0.494,19.3,-0.9,1.5,0.6,0.02,-3.1,0.3,-2.8,-0.3,,,,194,21.806451612903224
536,Elijah Millsap,SG,27,UTA,47,5,924,3.2,9.3,0.34,1.1,3.5,0.311,2.1,5.8,0.358,2.3,3.4,0.674,1.1,4.8,5.8,2.3,2.2,0.6,2.6,4.8,9.7,2015,7.9,0.45,17.0,-1.0,1.4,0.4,0.02,-5.1,2.1,-3.1,-0.3,,11.0,0.463,305,19.659574468085108
537,Nikola Mirotić,PF,23,CHI,82,3,1654,5.5,13.6,0.405,2.2,6.8,0.316,3.4,6.8,0.495,5.0,6.2,0.803,1.4,7.4,8.8,2.1,1.2,1.2,1.9,3.7,18.1,2015,17.9,0.556,22.8,3.0,2.7,5.7,0.165,1.4,1.0,2.3,1.8,0.515,3.0,0.61,53,20.170731707317074
538,Shabazz Napier,PG,23,MIA,51,10,1012,3.1,8.1,0.382,1.5,4.2,0.364,1.6,3.9,0.4,1.6,2.0,0.786,0.6,3.4,4.0,4.6,1.4,0.1,2.9,2.7,9.3,2015,9.3,0.517,15.5,-0.3,0.8,0.5,0.024,-2.7,-0.5,-3.2,-0.3,,10.0,0.451,310,19.84313725490196
539,Nerlens Noel,C,20,PHI,75,71,2311,4.7,10.2,0.462,0.0,0.0,,4.7,10.2,0.462,2.2,3.6,0.609,2.9,6.6,9.5,2.0,2.1,2.2,2.3,3.2,11.6,2015,15.0,0.493,17.0,-0.2,4.2,4.0,0.083,-2.6,2.3,-0.3,1.0,0.217,14.0,0.22,242,30.813333333333333
540,Jusuf Nurkić,C,20,DEN,62,27,1103,5.6,12.5,0.446,0.0,0.1,0.0,5.6,12.4,0.449,2.7,4.3,0.636,4.1,8.4,12.5,1.6,1.7,2.2,2.8,6.8,13.9,2015,14.8,0.483,20.7,-0.2,1.8,1.6,0.069,-3.7,0.9,-2.8,-0.2,0.005,12.0,0.366,170,17.79032258064516
541,Kostas Papanikolaou,SF,24,HOU,43,1,795,3.1,8.9,0.35,1.4,4.8,0.292,1.7,4.1,0.418,0.6,0.8,0.722,1.8,3.6,5.3,3.8,1.3,0.6,2.5,3.2,8.2,2015,7.8,0.444,14.2,-0.4,0.9,0.5,0.029,-2.4,0.4,-2.0,0.0,,2.0,0.683,329,18.488372093023255
542,Elfrid Payton,PG,20,ORL,82,63,2489,4.4,10.2,0.425,0.2,0.6,0.262,4.2,9.6,0.435,1.7,3.1,0.551,1.5,3.5,5.0,7.7,2.1,0.3,2.9,2.8,10.6,2015,13.8,0.456,18.3,0.0,2.3,2.3,0.044,-1.5,0.3,-1.2,0.5,0.122,13.0,0.305,278,30.353658536585368
543,Damjan Rudež,SF,28,IND,68,2,1047,4.1,9.0,0.452,2.4,5.8,0.406,1.7,3.2,0.538,0.6,0.8,0.696,0.3,1.3,1.6,1.8,0.6,0.2,1.6,2.7,11.1,2015,8.2,0.591,13.8,0.6,0.7,1.3,0.061,-1.7,-0.6,-2.3,-0.1,,9.0,0.463,260,15.397058823529411
544,JaKarr Sampson,SF,21,PHI,74,32,1131,4.6,11.0,0.422,1.0,4.0,0.244,3.7,7.0,0.525,2.0,3.0,0.67,1.1,4.1,5.2,2.5,1.2,0.8,2.4,4.3,12.3,2015,9.4,0.498,17.9,-0.5,1.1,0.6,0.025,-4.2,0.0,-4.2,-0.6,,14.0,0.22,222,15.283783783783784
545,Marcus Smart,PG,20,BOS,67,38,1808,3.5,9.5,0.367,1.8,5.4,0.335,1.7,4.1,0.41,1.6,2.5,0.646,1.2,3.2,4.4,4.1,2.0,0.4,1.8,3.5,10.4,2015,11.0,0.491,15.1,0.7,2.2,2.9,0.077,-1.9,1.5,-0.5,0.7,0.009,7.0,0.488,284,26.98507462686567
546,Nik Stauskas,SG,21,SAC,73,1,1127,3.4,9.5,0.365,1.5,4.8,0.322,1.9,4.7,0.408,1.8,2.0,0.859,0.4,2.5,2.8,2.1,0.6,0.5,1.3,2.9,10.2,2015,7.5,0.492,14.2,0.3,0.2,0.5,0.021,-2.4,-1.0,-3.3,-0.4,,13.0,0.354,289,15.438356164383562
547,Travis Wear,SF,24,NYK,51,1,672,4.5,11.2,0.402,0.6,1.6,0.367,3.9,9.6,0.408,1.1,1.4,0.769,1.7,4.0,5.7,2.1,0.8,0.6,1.9,2.9,10.7,2015,8.5,0.451,17.5,-0.5,0.2,-0.3,-0.02,-3.4,-2.1,-5.5,-0.6,,15.0,0.207,272,13.176470588235293
548,Andrew Wiggins,SF,19,MIN,82,82,2969,6.0,13.8,0.437,0.5,1.5,0.31,5.6,12.3,0.453,4.3,5.7,0.76,1.6,2.9,4.5,2.1,1.0,0.6,2.1,2.3,16.8,2015,13.9,0.517,22.6,2.1,0.0,2.1,0.034,-0.4,-2.0,-2.4,-0.3,0.929,15.0,0.195,85,36.207317073170735
549,Justin Anderson,SF,22,DAL,55,9,647,4.0,9.7,0.406,1.2,4.6,0.265,2.7,5.1,0.533,2.4,3.1,0.8,1.0,6.3,7.3,1.6,1.1,1.4,1.3,2.5,11.6,2016,12.3,0.522,15.8,0.3,0.8,1.1,0.083,-1.1,1.4,0.3,0.4,,6.0,0.512,265,11.763636363636364
550,Nemanja Bjelica,PF,27,MIN,60,0,1075,3.7,7.9,0.468,1.6,4.2,0.384,2.1,3.7,0.564,1.3,1.8,0.727,1.6,5.4,7.0,2.8,0.9,0.7,1.6,5.2,10.3,2016,11.2,0.594,12.8,1.4,0.6,1.9,0.087,-0.9,0.2,-0.7,0.3,,13.0,0.354,293,17.916666666666668
551,Devin Booker,SG,19,PHO,76,51,2108,6.3,14.8,0.423,1.7,4.9,0.343,4.6,9.9,0.464,3.7,4.4,0.84,0.5,2.7,3.2,3.4,0.8,0.3,2.7,3.8,17.9,2016,11.9,0.535,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,0.075,14.0,0.28,68,27.736842105263158
552,Willie Cauley-Stein,C,22,SAC,66,39,1412,4.9,8.6,0.563,0.0,0.1,0.0,4.9,8.6,0.567,2.1,3.2,0.648,3.4,5.6,9.0,0.9,1.2,1.7,1.2,3.7,11.8,2016,15.3,0.588,13.2,2.4,1.4,3.8,0.13,-0.8,0.1,-0.8,0.4,,10.0,0.402,255,21.393939393939394
553,Jerian Grant,PG,23,NYK,76,6,1265,4.4,11.1,0.394,0.6,2.8,0.22,3.8,8.3,0.454,2.7,3.5,0.78,0.7,3.4,4.1,5.0,1.4,0.3,2.5,2.8,12.1,2016,11.2,0.479,19.0,-0.2,1.0,0.8,0.03,-2.8,-0.3,-3.1,-0.3,,13.0,0.39,246,16.644736842105264
554,Mario Hezonja,SF,20,ORL,79,9,1413,4.6,10.6,0.433,1.7,4.9,0.349,2.9,5.8,0.504,1.2,1.4,0.907,0.7,3.8,4.5,2.8,1.0,0.4,2.5,3.2,12.2,2016,9.4,0.541,16.9,-0.1,1.0,0.9,0.029,-2.4,-0.7,-3.1,-0.4,,11.0,0.427,242,17.88607594936709
555,Richaun Holmes,PF,22,PHI,51,1,702,5.8,11.4,0.514,0.4,2.3,0.182,5.4,9.1,0.596,2.6,3.8,0.689,3.2,3.7,6.9,1.7,1.0,2.1,1.6,4.7,14.7,2016,15.9,0.564,17.9,1.0,0.5,1.5,0.103,-1.1,-0.4,-1.5,0.1,,15.0,0.122,149,13.764705882352942
556,Marcelo Huertas,PG,32,LAL,53,0,869,4.0,9.5,0.422,0.7,2.5,0.262,3.4,7.0,0.479,1.1,1.2,0.931,0.7,3.0,3.7,7.5,1.1,0.3,3.3,3.1,9.8,2016,10.4,0.488,16.3,-0.2,0.1,-0.1,-0.006,-2.7,-2.2,-5.0,-0.7,,15.0,0.207,303,16.39622641509434
557,Stanley Johnson,SF,19,DET,73,6,1687,4.8,12.8,0.375,1.3,4.4,0.307,3.5,8.4,0.41,1.7,2.2,0.784,1.2,5.3,6.5,2.5,1.2,0.3,2.4,3.8,12.7,2016,8.7,0.46,19.6,-1.3,1.9,0.6,0.018,-3.5,0.2,-3.3,-0.5,,8.0,0.537,229,23.10958904109589
558,Nikola Jokić,C,20,DEN,80,55,1733,6.4,12.5,0.512,0.6,1.7,0.333,5.8,10.7,0.541,3.2,3.9,0.811,3.8,7.9,11.6,3.9,1.6,1.0,2.2,4.3,16.5,2016,21.5,0.582,19.9,4.5,2.2,6.7,0.185,2.6,1.3,3.9,2.6,0.091,11.0,0.402,99,21.6625
559,Frank Kaminsky,C,22,CHO,81,3,1708,4.5,11.1,0.41,1.4,4.3,0.337,3.1,6.8,0.455,2.3,3.1,0.73,1.5,5.6,7.1,2.1,0.8,0.9,1.2,2.7,12.8,2016,12.5,0.513,17.1,1.2,2.1,3.3,0.093,-1.0,0.2,-0.8,0.5,,6.0,0.585,220,21.08641975308642
560,Trey Lyles,PF,20,UTA,80,33,1382,5.0,11.4,0.438,1.3,3.3,0.383,3.7,8.0,0.461,1.5,2.1,0.695,1.5,6.3,7.8,1.5,0.7,0.5,1.7,3.0,12.7,2016,11.6,0.517,17.9,0.6,1.7,2.3,0.079,-1.6,-0.2,-1.8,0.1,,9.0,0.488,226,17.275
561,Boban Marjanović,C,27,SAS,54,4,508,7.4,12.3,0.603,0.0,0.0,,7.4,12.3,0.603,6.2,8.1,0.763,5.2,8.6,13.7,1.5,0.9,1.6,2.1,3.8,21.0,2016,27.7,0.662,22.8,2.3,1.2,3.4,0.325,3.9,0.4,4.3,0.8,,2.0,0.817,29,9.407407407407407
562,T.J. McConnell,PG,23,PHI,81,17,1606,4.9,10.4,0.47,0.7,2.0,0.348,4.2,8.4,0.499,0.6,0.9,0.634,1.0,4.6,5.6,8.2,2.1,0.2,3.1,2.6,11.1,2016,14.5,0.511,17.0,0.6,1.4,1.9,0.058,-1.5,0.3,-1.2,0.3,,15.0,0.122,274,19.82716049382716
563,Emmanuel Mudiay,PG,19,DEN,68,66,2068,5.7,15.8,0.364,1.3,4.0,0.319,4.4,11.7,0.379,2.4,3.6,0.67,0.6,3.5,4.0,6.5,1.1,0.6,3.8,2.5,15.2,2016,9.9,0.437,25.7,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,0.006,11.0,0.402,128,30.41176470588235
564,Larry Nance Jr.,PF,23,LAL,63,22,1266,4.5,8.5,0.527,0.0,0.3,0.1,4.5,8.2,0.541,0.9,1.3,0.681,2.9,6.0,8.9,1.3,1.5,0.7,1.2,3.5,9.9,2016,13.4,0.544,12.6,1.3,0.9,2.2,0.083,-1.7,0.2,-1.5,0.2,,15.0,0.207,302,20.095238095238095
565,Raul Neto,PG,23,UTA,81,53,1499,4.3,10.0,0.431,1.5,3.9,0.395,2.8,6.1,0.453,1.2,1.7,0.743,0.4,2.5,2.9,4.2,1.5,0.0,2.6,2.9,11.4,2016,10.2,0.53,17.2,0.2,1.6,1.8,0.058,-2.3,0.3,-2.0,0.0,,9.0,0.488,267,18.506172839506174
566,Jahlil Okafor,C,20,PHI,53,48,1591,9.0,17.7,0.508,0.0,0.1,0.167,9.0,17.5,0.511,3.0,4.4,0.686,2.8,5.7,8.4,1.5,0.5,1.4,2.8,3.2,21.0,2016,17.1,0.536,27.3,0.3,0.9,1.2,0.037,-0.5,-1.8,-2.3,-0.1,0.052,15.0,0.122,30,30.0188679245283
567,Kelly Oubre Jr.,SF,20,WAS,63,9,671,4.8,11.3,0.427,1.3,4.2,0.316,3.5,7.1,0.492,1.7,2.6,0.633,1.3,5.8,7.1,0.7,1.2,0.4,1.8,5.4,12.7,2016,8.2,0.507,17.4,-0.3,0.7,0.4,0.031,-4.6,-0.5,-5.1,-0.5,,10.0,0.5,227,10.65079365079365
568,Cameron Payne,PG,21,OKC,57,1,698,5.9,14.3,0.41,1.9,5.7,0.324,4.0,8.6,0.467,1.0,1.2,0.792,0.5,3.9,4.4,5.6,1.9,0.3,2.3,4.1,14.6,2016,12.9,0.49,20.3,0.6,0.8,1.4,0.093,-1.3,0.6,-0.7,0.2,,3.0,0.671,156,12.24561403508772
569,Bobby Portis,PF,20,CHI,62,4,1102,6.1,14.2,0.427,0.5,1.7,0.308,5.6,12.5,0.443,1.6,2.2,0.727,4.0,7.0,11.0,1.7,0.8,0.7,1.8,3.3,14.2,2016,13.8,0.469,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,,9.0,0.512,174,17.774193548387096
570,Kristaps Porziņģis,PF,20,NYK,72,72,2047,6.6,15.6,0.421,1.4,4.3,0.333,5.1,11.3,0.454,3.5,4.2,0.838,2.3,6.9,9.3,1.7,0.9,2.4,2.1,3.6,18.1,2016,17.7,0.518,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,0.558,13.0,0.39,64,28.430555555555557
571,Norman Powell,SG,22,TOR,49,24,725,4.8,11.4,0.424,1.8,4.4,0.404,3.0,7.0,0.436,2.1,2.6,0.811,0.8,4.7,5.5,2.3,1.4,0.5,1.6,2.9,13.6,2016,13.3,0.541,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3,,2.0,0.683,195,14.795918367346939
572,Josh Richardson,SG,22,MIA,52,2,1107,4.0,8.8,0.452,1.7,3.7,0.461,2.3,5.1,0.446,1.4,2.0,0.667,0.7,2.8,3.5,2.4,1.2,0.8,1.1,3.5,11.1,2016,11.4,0.569,13.8,1.3,1.2,2.5,0.109,-1.1,0.7,-0.4,0.5,,3.0,0.585,277,21.28846153846154
573,D'Angelo Russell,PG,19,LAL,80,48,2259,6.2,15.2,0.41,2.1,5.9,0.351,4.2,9.3,0.447,2.2,3.0,0.737,0.7,3.6,4.4,4.2,1.5,0.2,3.1,2.3,16.8,2016,13.2,0.507,24.1,-0.7,0.7,0.0,0.001,-0.7,-1.6,-2.3,-0.1,0.002,15.0,0.207,93,28.2375
574,Jonathon Simmons,SG,26,SAS,55,2,813,5.4,10.7,0.504,0.8,2.1,0.383,4.6,8.6,0.533,3.1,4.1,0.75,0.7,3.5,4.3,2.6,1.1,0.2,2.3,4.6,14.7,2016,11.9,0.586,18.9,0.7,1.3,2.0,0.119,-3.1,0.4,-2.7,-0.2,,2.0,0.817,150,14.781818181818181
575,Karl-Anthony Towns,C,20,MIN,82,82,2627,8.6,15.8,0.542,0.4,1.2,0.341,8.2,14.6,0.559,3.1,3.8,0.811,3.1,8.6,11.8,2.2,0.8,1.9,2.5,3.4,20.6,2016,22.5,0.59,24.9,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7,1.0,13.0,0.354,34,32.03658536585366
576,Myles Turner,C,19,IND,60,30,1367,7.0,14.0,0.498,0.1,0.4,0.214,6.9,13.6,0.506,2.3,3.2,0.727,1.8,7.0,8.7,1.1,0.7,2.3,1.8,4.2,16.3,2016,15.4,0.531,20.9,0.8,2.3,3.1,0.109,-2.2,0.6,-1.6,0.1,0.005,7.0,0.549,106,22.783333333333335
577,Rashad Vaughn,SG,19,MIL,70,6,1001,2.9,9.6,0.305,1.5,5.3,0.293,1.4,4.3,0.319,0.4,0.5,0.8,0.4,2.8,3.2,1.4,1.0,0.6,1.0,2.6,7.8,2016,4.2,0.398,13.5,-1.2,0.4,-0.8,-0.036,-4.4,-1.3,-5.7,-0.9,,12.0,0.402,329,14.3
578,Justise Winslow,SF,19,MIA,78,8,2232,3.1,7.5,0.422,0.5,1.9,0.276,2.6,5.6,0.471,1.3,1.9,0.684,1.3,5.2,6.5,1.9,1.1,0.4,1.5,3.0,8.1,2016,8.4,0.489,12.5,-0.2,2.7,2.5,0.054,-3.3,0.7,-2.6,-0.3,0.011,3.0,0.585,327,28.615384615384617
579,Álex Abrines,SG,23,OKC,68,6,1055,4.6,11.6,0.393,3.2,8.4,0.381,1.4,3.2,0.426,1.5,1.7,0.898,0.6,2.3,2.9,1.4,1.3,0.3,1.1,3.9,13.9,2017,10.1,0.56,15.9,1.2,0.9,2.1,0.096,-1.3,-0.4,-1.6,0.1,,6.0,0.573,184,15.514705882352942
580,Ron Baker,SG,23,NYK,52,13,857,3.4,9.1,0.378,1.0,3.6,0.267,2.5,5.5,0.45,1.2,1.8,0.651,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9.0,2017,7.5,0.456,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6,,12.0,0.378,317,16.48076923076923
581,Dragan Bender,PF,19,PHO,43,0,574,3.6,10.1,0.354,1.8,6.3,0.277,1.8,3.8,0.483,0.3,0.7,0.364,1.4,5.0,6.5,1.4,0.6,1.4,2.0,4.6,9.2,2017,5.3,0.44,14.4,-0.7,0.3,-0.3,-0.029,-4.3,-0.7,-5.1,-0.4,,15.0,0.293,314,13.348837209302326
582,Dāvis Bertāns,PF,24,SAS,67,6,808,4.6,10.4,0.44,3.1,7.7,0.399,1.5,2.7,0.557,1.2,1.5,0.824,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5,2017,12.9,0.609,15.7,1.1,1.2,2.3,0.135,0.5,0.8,1.3,0.7,,2.0,0.744,197,12.059701492537313
583,Malcolm Brogdon,SG,24,MIL,75,28,1982,5.3,11.5,0.457,1.4,3.5,0.404,3.9,8.0,0.48,2.0,2.3,0.865,0.9,3.0,3.9,5.8,1.5,0.2,2.1,2.5,13.9,2017,14.9,0.555,18.5,2.6,1.5,4.1,0.1,0.0,-0.4,-0.4,0.8,0.828,6.0,0.512,182,26.426666666666666
584,Jaylen Brown,SF,20,BOS,78,20,1341,5.2,11.4,0.454,1.2,3.6,0.341,3.9,7.7,0.507,2.3,3.3,0.685,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8,2017,10.3,0.539,18.1,0.2,1.3,1.5,0.053,-3.0,-0.8,-3.7,-0.6,0.002,1.0,0.646,189,17.192307692307693
585,Nicolás Brussino,SG,23,DAL,54,2,521,3.6,9.7,0.369,2.0,6.6,0.305,1.6,3.2,0.5,1.2,1.5,0.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3.0,10.4,2017,10.7,0.498,16.0,0.0,0.6,0.6,0.055,-1.7,0.1,-1.6,0.1,,11.0,0.402,289,9.648148148148149
586,Marquese Chriss,PF,19,PHO,82,75,1743,5.9,13.1,0.449,1.5,4.6,0.321,4.4,8.4,0.52,2.3,3.7,0.624,2.0,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6,2017,12.3,0.529,19.7,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1,0.006,15.0,0.293,131,21.25609756097561
587,Semaj Christon,PG,24,OKC,64,1,973,2.8,8.3,0.345,0.4,2.3,0.19,2.4,5.9,0.406,0.6,1.1,0.548,0.7,2.5,3.2,4.8,1.0,0.3,1.6,2.9,6.8,2017,5.7,0.387,12.2,-0.7,0.8,0.1,0.006,-4.8,-0.3,-5.1,-0.8,,6.0,0.573,337,15.203125
588,Malcolm Delaney,PG,27,ATL,73,2,1248,4.2,11.2,0.374,0.7,3.2,0.236,3.4,8.0,0.428,2.2,2.7,0.806,0.3,3.3,3.5,5.6,1.1,0.0,2.7,3.2,11.3,2017,7.5,0.456,18.3,-1.2,1.3,0.1,0.005,-5.3,-0.3,-5.6,-1.1,,5.0,0.524,260,17.095890410958905
589,Kris Dunn,PG,22,MIN,78,7,1333,3.2,8.5,0.377,0.6,2.0,0.288,2.6,6.5,0.404,1.0,1.6,0.61,0.6,3.8,4.5,5.1,2.1,1.0,2.4,4.8,7.9,2017,8.1,0.432,14.2,-1.2,1.3,0.1,0.004,-4.5,1.8,-2.8,-0.3,,13.0,0.378,330,17.08974358974359
590,Kay Felder,PG,21,CLE,42,0,386,5.8,14.7,0.392,0.7,2.1,0.318,5.1,12.7,0.404,3.3,4.6,0.714,0.3,3.5,3.8,5.4,1.7,0.7,2.8,3.5,15.5,2017,11.4,0.462,24.2,-0.3,0.4,0.1,0.008,-3.1,0.7,-2.4,0.0,,2.0,0.622,137,9.19047619047619
591,Yogi Ferrell,PG,23,TOT,46,29,1197,4.8,11.8,0.406,2.0,5.3,0.386,2.8,6.6,0.422,2.2,2.7,0.831,0.6,2.7,3.3,5.2,1.3,0.3,2.1,2.7,13.9,2017,13.1,0.533,19.6,0.8,1.0,1.8,0.072,-0.9,-0.3,-1.1,0.3,0.002,,,183,26.02173913043478
592,Dorian Finney-Smith,PF,23,DAL,81,35,1642,2.7,7.3,0.372,1.2,4.2,0.293,1.5,3.1,0.479,1.0,1.3,0.754,1.2,3.7,4.9,1.5,1.1,0.5,1.0,2.7,7.7,2017,7.7,0.486,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3,,11.0,0.402,332,20.271604938271604
593,Andrew Harrison,PG,22,MEM,72,18,1474,2.9,8.8,0.325,1.1,3.8,0.276,1.8,5.0,0.363,3.6,4.7,0.763,0.6,2.8,3.3,4.8,1.3,0.5,2.1,4.7,10.4,2017,8.7,0.477,16.4,0.0,1.5,1.6,0.051,-4.0,0.6,-3.4,-0.5,,7.0,0.524,286,20.47222222222222
594,Juancho Hernangómez,PF,21,DEN,62,9,842,4.3,9.6,0.451,2.0,4.8,0.407,2.4,4.7,0.495,2.4,3.2,0.75,1.8,6.2,8.0,1.2,1.3,0.5,1.3,2.7,13.0,2017,13.4,0.592,14.6,1.2,0.6,1.8,0.104,0.1,-0.2,-0.1,0.4,,9.0,0.488,210,13.580645161290322
595,Willy Hernangómez,C,22,NYK,72,22,1324,6.7,12.6,0.529,0.1,0.4,0.267,6.6,12.2,0.538,2.5,3.4,0.728,4.6,9.0,13.6,2.6,1.1,1.0,2.7,4.1,16.0,2017,19.0,0.564,20.3,1.8,1.6,3.4,0.123,0.3,-0.5,-0.3,0.6,0.016,12.0,0.378,116,18.38888888888889
596,Buddy Hield,SG,24,TOT,82,55,1888,6.2,14.6,0.426,2.8,7.2,0.391,3.4,7.4,0.461,1.2,1.4,0.842,0.7,4.5,5.1,2.3,0.7,0.2,1.9,2.2,16.5,2017,11.8,0.541,21.3,0.0,1.3,1.3,0.032,-0.6,-1.4,-2.0,0.0,0.042,,,107,23.024390243902438
597,Brandon Ingram,SF,19,LAL,79,40,2279,4.4,10.8,0.402,0.9,3.0,0.294,3.5,7.9,0.443,2.1,3.4,0.621,0.9,4.0,5.0,2.6,0.8,0.6,1.8,2.5,11.7,2017,8.5,0.474,16.8,-1.0,0.7,-0.3,-0.007,-3.0,-1.4,-4.4,-1.4,,14.0,0.317,246,28.848101265822784
598,Mindaugas Kuzminskas,SF,27,NYK,68,5,1016,5.6,13.1,0.428,1.9,6.0,0.321,3.7,7.1,0.517,1.9,2.4,0.809,1.7,2.8,4.5,2.4,1.0,0.4,1.8,2.8,15.1,2017,12.4,0.533,19.2,0.8,0.4,1.2,0.055,-0.6,-1.4,-1.9,0.0,,12.0,0.378,146,14.941176470588236
599,Caris LeVert,SF,22,BRK,57,26,1237,5.0,11.1,0.45,1.7,5.4,0.321,3.3,5.7,0.571,1.9,2.7,0.72,0.7,4.8,5.5,3.2,1.4,0.2,1.7,2.6,13.6,2017,12.3,0.556,16.6,0.8,1.0,1.8,0.07,-1.3,0.3,-1.1,0.3,,15.0,0.244,194,21.70175438596491
600,Timothé Luwawu-Cabarrot,SF,21,PHI,69,19,1190,4.4,10.9,0.402,1.5,4.9,0.311,2.9,6.1,0.475,3.2,3.7,0.854,0.8,3.8,4.5,2.3,1.0,0.3,2.2,4.7,13.5,2017,8.5,0.536,17.8,0.0,0.8,0.8,0.034,-3.9,-0.7,-4.6,-0.8,,14.0,0.341,199,17.246376811594203
601,Thon Maker,C,19,MIL,57,34,562,5.3,11.6,0.459,1.8,4.7,0.378,3.5,6.9,0.514,2.0,3.1,0.653,2.6,4.7,7.3,1.5,0.6,1.7,1.1,5.4,14.5,2017,14.0,0.558,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2.0,0.0,,6.0,0.512,159,9.859649122807017
602,Patrick McCaw,SG,21,GSW,71,20,1074,3.6,8.2,0.433,1.4,4.1,0.333,2.2,4.1,0.533,1.0,1.2,0.784,0.7,2.6,3.4,2.6,1.1,0.5,1.2,2.1,9.5,2017,8.6,0.54,11.9,0.5,1.2,1.7,0.077,-2.4,0.1,-2.4,-0.1,,1.0,0.817,307,15.126760563380282
603,Rodney McGruder,SG,25,MIA,78,65,1966,3.5,8.4,0.413,1.3,4.0,0.332,2.1,4.4,0.488,0.8,1.3,0.62,1.7,3.0,4.7,2.3,0.8,0.3,1.0,2.6,9.1,2017,9.1,0.506,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0.0,0.002,9.0,0.5,315,25.205128205128204
604,Jamal Murray,SG,19,DEN,82,10,1764,6.0,14.9,0.404,2.3,7.0,0.334,3.7,7.9,0.466,2.2,2.4,0.883,0.8,3.5,4.4,3.5,1.0,0.5,2.3,2.5,16.6,2017,11.9,0.518,21.6,0.6,0.7,1.3,0.037,-0.6,-1.4,-2.0,0.0,0.016,9.0,0.488,105,21.51219512195122
